"url","route","source_file","template_or_generator","h1","title","description","canonical","structured_data_types","primary_cta","internal_link_count","form_count","robots","index_status"
"https://atelierdeconsultanta.ro/metodologie-verificare-eligibilitate","/metodologie-verificare-eligibilitate","metodologie-verificare-eligibilitate/index.html","HTML static sau output generator existent","Metodologia FABER pentru verificarea eligibilitatii la fonduri europene","Metodologia FABER pentru verificarea eligibilitatii la fonduri europene","Metodologia FABER pentru verificarea eligibilitatii la fonduri europene: CAEN, forma juridică, vechime, datorii, punctaj, cofinanțare, spațiu și riscuri.","https://atelierdeconsultanta.ro/metodologie-verificare-eligibilitate","Organization; WebSite; Article; WebPage; BreadcrumbList; FAQPage","Solicită verificare eligibilitate","11","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/surse-oficiale-fonduri-europene","/surse-oficiale-fonduri-europene","surse-oficiale-fonduri-europene/index.html","HTML static sau output generator existent","Surse oficiale pentru fonduri europene și finanțări nerambursabile","Surse oficiale pentru fonduri europene și finanțări nerambursabile","Tabel cu surse oficiale pentru fonduri europene și finanțări nerambursabile: AFIR, MIPE, ADR Nord-Est, PNRR, Start-Up Nation și alte institutii.","https://atelierdeconsultanta.ro/surse-oficiale-fonduri-europene","Organization; WebSite; CollectionPage; ItemList; FAQPage; BreadcrumbList","Solicită verificare eligibilitate","14","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/acte-necesare-fonduri-europene-nerambursabile","/acte-necesare-fonduri-europene-nerambursabile","acte-necesare-fonduri-europene-nerambursabile/index.html","config/seo-programs.json + tools/generate-program-pages.js","Acte necesare pentru fonduri europene nerambursabile","Acte necesare pentru fonduri europene - checklist dosar","Lista de acte necesare pentru fonduri europene: documente firmă, financiare, tehnice, spațiu, oferte, declaratii și greșeli de evitat.","https://atelierdeconsultanta.ro/acte-necesare-fonduri-europene-nerambursabile","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article","Solicită verificare eligibilitate","10","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/afir","/afir","afir/index.html","config/seo-programs.json + tools/generate-program-pages.js","AFIR: calculator SO, programe și verificare dosar","AFIR | calculator SO, DR12, DR14 și GAL","Hub AFIR pentru fermieri: calculator SO/SOC, DR12, DR14, GAL-AFIR, autoconsum, documente agricole și rutare prudentă către program.","https://atelierdeconsultanta.ro/afir","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article","Solicită verificare eligibilitate","19","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/afir-autoconsum-agroalimentar","/afir-autoconsum-agroalimentar","afir-autoconsum-agroalimentar/index.html","config/seo-programs.json + tools/generate-program-pages.js","AFIR autoconsum agroalimentar","AFIR autoconsum agroalimentar | energie","AFIR autoconsum agroalimentar: beneficiari agricoli și alimentari, punct de producție, consum istoric, amplasament, avize, CAEN și stocare.","https://atelierdeconsultanta.ro/afir-autoconsum-agroalimentar","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article; GovernmentService","Solicită verificare eligibilitate","17","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/autoconsum-public-fotovoltaice-institutii-publice","/autoconsum-public-fotovoltaice-institutii-publice","autoconsum-public-fotovoltaice-institutii-publice/index.html","config/seo-programs.json + tools/generate-program-pages.js","Autoconsum public fotovoltaice pentru instituții publice","Autoconsum public fotovoltaice | instituții","Fotovoltaice pentru instituții publice: HCL, consum, amplasament, proprietate sau administrare, avize, buget și diferențe față de agroalimentar.","https://atelierdeconsultanta.ro/autoconsum-public-fotovoltaice-institutii-publice","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article; GovernmentService","Solicită verificare eligibilitate","13","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/blog-afir-fotovoltaice-ferme-2026","/blog-afir-fotovoltaice-ferme-2026","blog-afir-fotovoltaice-ferme-2026.html","HTML static root","AFIR fotovoltaice pentru ferme: autoconsum și verificări","AFIR fotovoltaice ferme | autoconsum","Articol AFIR despre fotovoltaice în ferme: eligibilitate, consum, puncte de producție și consum, avize, autoconsum și verificarea ghidului activ.","https://atelierdeconsultanta.ro/blog-afir-fotovoltaice-ferme-2026","Organization; BlogPosting; FAQPage; BreadcrumbList","Solicită verificare eligibilitate","17","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/calculator-soc","/calculator-soc","calculator-soc.html","HTML static root","Calculator SO/SOC pentru AFIR DR12 și DR14","Calculator SO/SOC AFIR | DR12 și DR14","Calculator SO/SOC AFIR 2026 pentru culturi și animale. Estimează dimensiunea economică și verifică orientativ traseul DR12 sau DR14.","https://atelierdeconsultanta.ro/calculator-soc","Organization; WebPage; BreadcrumbList; WebApplication; FAQPage","Verifică eligibilitatea","13","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/calendar-fonduri-europene","/calendar-fonduri-europene","calendar-fonduri-europene/index.html","config/seo-programs.json + tools/generate-program-pages.js","Calendar fonduri europene: pregătire fără grabă","Calendar fonduri europene | pregătire","Calendar fonduri europene: pregătire, apel activ, documente, depunere, clarificări și verificare din timp, fără a înlocui calendarele oficiale.","https://atelierdeconsultanta.ro/calendar-fonduri-europene","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article","Solicită verificare eligibilitate","11","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/cand-merita-consultant-fonduri-europene","/cand-merita-consultant-fonduri-europene","cand-merita-consultant-fonduri-europene.html","HTML static root","Când merită să lucrezi cu un consultant pentru fonduri europene","Când merită consultant fonduri europene","Când merită un consultant pentru fonduri europene: ce riscuri reduce, ce documente verifică și când analiza trebuie făcută înainte de dosar.","https://atelierdeconsultanta.ro/cand-merita-consultant-fonduri-europene","BlogPosting","Contact","13","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/cat-costa-consultanta-fonduri-europene","/cat-costa-consultanta-fonduri-europene","cat-costa-consultanta-fonduri-europene/index.html","config/seo-programs.json + tools/generate-program-pages.js","Cât costa consultanță pentru fonduri europene","Cât costa consultanță fonduri europene - factori și etape","Cât costa consultanță pentru fonduri europene: factori, servicii incluse, complexitatea proiectului, buget, implementare și riscuri.","https://atelierdeconsultanta.ro/cat-costa-consultanta-fonduri-europene","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article","Solicită verificare eligibilitate","12","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/cat-costa-consultanta-fonduri-europene-ghid","/cat-costa-consultanta-fonduri-europene-ghid","cat-costa-consultanta-fonduri-europene-ghid.html","HTML static root","Ghid: cât costă consultanța pentru fonduri europene","Ghid cost consultanță fonduri europene | FABER","Factorii care influențează costul consultanței: program, complexitate, documente, implementare, clarificări și ofertă finală.","https://atelierdeconsultanta.ro/cat-costa-consultanta-fonduri-europene-ghid","BlogPosting","Contact","15","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/ce-acte-sunt-necesare-fonduri-europene","/ce-acte-sunt-necesare-fonduri-europene","ce-acte-sunt-necesare-fonduri-europene.html","HTML static root","Ce acte sunt necesare pentru fonduri europene?","Ce acte sunt necesare pentru fonduri europene","Checklist scurt pentru acte necesare la fonduri europene: firmă, fermă, spațiu, buget, oferte, declarații și avize.","https://atelierdeconsultanta.ro/ce-acte-sunt-necesare-fonduri-europene","BlogPosting","Contact","16","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/cheltuieli-eligibile-digitalizare-imm","/cheltuieli-eligibile-digitalizare-imm","cheltuieli-eligibile-digitalizare-imm.html","HTML static root","Cheltuieli eligibile pentru Digitalizare IMM: software, hardware, securitate și servicii","Cheltuieli eligibile Digitalizare IMM | FABER","Ghid despre cheltuieli eligibile în proiecte de Digitalizare IMM: software, hardware, securitate, cloud, servicii IT și documente de verificat.","https://atelierdeconsultanta.ro/cheltuieli-eligibile-digitalizare-imm","BlogPosting","Contact","12","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/cod-caen-start-up-nation-2026","/cod-caen-start-up-nation-2026","cod-caen-start-up-nation-2026/index.html","config/seo-programs.json + tools/generate-program-pages.js","Cod CAEN Start Up Nation 2026: cum verifici activitatea eligibila","Cod CAEN Start Up Nation 2026 - verificare activitate","Cod CAEN Start Up Nation 2026: cum verifici activitatea eligibila, autorizarea, bugetul, documentele și riscurile la depunere.","https://atelierdeconsultanta.ro/cod-caen-start-up-nation-2026","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article","Solicită verificare eligibilitate","11","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/consultant-fonduri-europene-imm","/consultant-fonduri-europene-imm","consultant-fonduri-europene-imm/index.html","config/seo-programs.json + tools/generate-program-pages.js","Consultant fonduri europene pentru IMM-uri","Consultant fonduri europene IMM - verificare și dosar","Consultant fonduri europene IMM pentru verificare eligibilitate, program potrivit, granturi IMM 2026, buget, documente și depunere.","https://atelierdeconsultanta.ro/consultant-fonduri-europene-imm","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article; Service","Solicită verificare eligibilitate","13","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/consultanta-afir","/consultanta-afir","consultanta-afir/index.html","config/seo-programs.json + tools/generate-program-pages.js","Consultanță AFIR","Consultanță AFIR - DR12, DR14 și proiecte agricole","Consultanță AFIR pentru DR12, DR14, ferme mici, tineri fermieri, calculator SO, documente, buget, eligibilitate și depunere.","https://atelierdeconsultanta.ro/consultanta-afir","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article; Service","Solicită verificare eligibilitate","15","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/consultanta-fonduri-europene-bucuresti","/consultanta-fonduri-europene-bucuresti","consultanta-fonduri-europene-bucuresti/index.html","HTML static sau output generator existent","Consultanță fonduri europene București","Consultanță fonduri europene București","Consultanță pentru fonduri europene în București: programe active, documente, eligibilitate, buget și pregătirea dosarului.","https://atelierdeconsultanta.ro/consultanta-fonduri-europene-bucuresti","Organization; WebSite; WebPage; BreadcrumbList; Article; FAQPage","Solicită verificare eligibilitate","14","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/consultanta-pnrr-digitalizare","/consultanta-pnrr-digitalizare","consultanta-pnrr-digitalizare/index.html","config/seo-programs.json + tools/generate-program-pages.js","Consultanță PNRR digitalizare","Consultanță PNRR Digitalizare - eligibilitate IMM","Consultanță PNRR Digitalizare pentru IMM: eligibilitate, software, hardware, buget, documente, indicatori și implementare.","https://atelierdeconsultanta.ro/consultanta-pnrr-digitalizare","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article; Service","Solicită verificare eligibilitate","12","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026","/consultanta-start-up-nation-2026","consultanta-start-up-nation-2026/index.html","config/seo-programs.json + tools/generate-program-pages.js","Consultanță Start-Up Nation 2026: CAEN, plan și dosar","Consultanță Start-Up Nation 2026 - CAEN, plan și dosar","Consultanță Start-Up Nation 2026 pentru verificarea conditiilor, codului CAEN, bugetului, planului de afaceri, documentelor și riscurilor.","https://atelierdeconsultanta.ro/consultanta-start-up-nation-2026","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article; Service","Solicită verificare eligibilitate","14","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/contact","/contact","contact/index.html","HTML static manual","Contact FABER","Contact FABER | verificare eligibilitate","Trimite datele proiectului către FABER: solicitant, CAEN, localitate, investiție, buget, cofinanțare și documente disponibile.","https://atelierdeconsultanta.ro/contact","Organization; WebSite; ContactPage; BreadcrumbList; FAQPage","Contact","10","1","index, follow","indexable"
"https://atelierdeconsultanta.ro/cum-alegi-consultant-fonduri-europene","/cum-alegi-consultant-fonduri-europene","cum-alegi-consultant-fonduri-europene/index.html","config/seo-programs.json + tools/generate-program-pages.js","Cum alegi un consultant pentru fonduri europene","Cum alegi consultant fonduri europene - criterii utile","Cum alegi un consultant pentru fonduri europene: experienta, transparenta, servicii, contract, comunicare, riscuri și întrebări utile.","https://atelierdeconsultanta.ro/cum-alegi-consultant-fonduri-europene","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article","Solicită verificare eligibilitate","11","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/cum-alegi-programul-potrivit-fonduri-europene-2026","/cum-alegi-programul-potrivit-fonduri-europene-2026","cum-alegi-programul-potrivit-fonduri-europene-2026.html","HTML static root","Cum alegi programul potrivit de fonduri europene în 2026","Cum alegi fonduri europene în 2026","Ghid practic pentru alegerea programului potrivit în 2026: eligibilitate, oportunitate, documente, buget, punctaj și riscuri.","https://atelierdeconsultanta.ro/cum-alegi-programul-potrivit-fonduri-europene-2026","BlogPosting; FAQPage; BreadcrumbList","Solicită verificare eligibilitate","17","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/cum-se-calculeaza-cofinantarea-fonduri-europene","/cum-se-calculeaza-cofinantarea-fonduri-europene","cum-se-calculeaza-cofinantarea-fonduri-europene.html","HTML static root","Cum se calculează cofinanțarea la fonduri europene","Cum se calculează cofinanțarea","Explicație simplă despre grant, contribuție proprie, TVA, cheltuieli neeligibile, cash-flow și exemplu numeric orientativ.","https://atelierdeconsultanta.ro/cum-se-calculeaza-cofinantarea-fonduri-europene","BlogPosting","Contact","15","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/cum-se-verifica-eligibilitatea-fonduri-europene","/cum-se-verifica-eligibilitatea-fonduri-europene","cum-se-verifica-eligibilitatea-fonduri-europene.html","HTML static root","Cum se verifică eligibilitatea pentru fonduri europene","Cum se verifică eligibilitatea","Articol educativ despre verificarea eligibilității: solicitant, CAEN, localitate, documente, investiție, cofinanțare și ghid activ.","https://atelierdeconsultanta.ro/cum-se-verifica-eligibilitatea-fonduri-europene","BlogPosting","Contact","16","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/digitalizare-imm-erp-crm-cloud","/digitalizare-imm-erp-crm-cloud","digitalizare-imm-erp-crm-cloud.html","HTML static root","ERP, CRM și cloud în proiectele de digitalizare IMM","ERP, CRM și cloud pentru digitalizare IMM","Articol aplicat despre ERP, CRM și cloud: ce face fiecare sistem, cum se justifică în proiect și ce trebuie să arate ofertă.","https://atelierdeconsultanta.ro/digitalizare-imm-erp-crm-cloud","BlogPosting","Contact","12","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/digitalizare-imm-pnrr","/digitalizare-imm-pnrr","digitalizare-imm-pnrr/index.html","config/seo-programs.json + tools/generate-program-pages.js","Digitalizare IMM / PNRR","Digitalizare IMM PNRR - software, echipamente și pasi","Digitalizare IMM PNRR: eligibilitate, software, echipamente, servicii digitale, securitate, buget, documente și pasi.","https://atelierdeconsultanta.ro/digitalizare-imm-pnrr","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article","Solicită verificare eligibilitate","14","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/dr-12-afir-instalarea-tinerilor-fermieri","/dr-12-afir-instalarea-tinerilor-fermieri","dr-12-afir-instalarea-tinerilor-fermieri.html","HTML static root","DR12 pentru tineri fermieri instalați","DR12 pentru tineri fermieri instalați","DR12 pentru tineri fermieri instalați: diferența față de instalare, documente, SO/SOC, exploatație, investiție și riscuri.","https://atelierdeconsultanta.ro/dr-12-afir-instalarea-tinerilor-fermieri","BlogPosting; FAQPage; BreadcrumbList","Solicită verificare eligibilitate","12","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/dr-14-afir-conditii-eligibilitate-greseli-frecvente","/dr-14-afir-conditii-eligibilitate-greseli-frecvente","dr-14-afir-conditii-eligibilitate-greseli-frecvente.html","HTML static root","DR14 AFIR: condiții, eligibilitate și greșeli frecvente","DR14 AFIR: condiții și greșeli frecvente","DR14 AFIR 2026: condiții, eligibilitate, ghid solicitant, greșeli frecvente, documente agricole, SO/SOC, investiții și cofinanțare.","https://atelierdeconsultanta.ro/dr-14-afir-conditii-eligibilitate-greseli-frecvente","BlogPosting; FAQPage; BreadcrumbList","Verifică eligibilitatea","12","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/dr12-vs-dr14","/dr12-vs-dr14","dr12-vs-dr14.html","HTML static root","DR12 sau DR14: ce program AFIR se potrivește fermei?","DR12 vs DR14 AFIR | comparație","Comparație DR12 vs DR14: beneficiar, SO/SOC, tip investiție, logică program, documente, riscuri și calculator SO/SOC.","https://atelierdeconsultanta.ro/dr12-vs-dr14","BlogPosting; Article; FAQPage","Contact","14","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/dr14-afir-ferme-mici","/dr14-afir-ferme-mici","dr14-afir-ferme-mici/index.html","config/seo-programs.json + tools/generate-program-pages.js","DR14 AFIR ferme mici: checklist și greșeli frecvente","DR14 AFIR ferme mici | checklist practic","Checklist DR14 pentru ferme mici: SO calculat corect, APIA/ANSVSA, investiție corelată, cofinanțare, oferte și greșeli frecvente.","https://atelierdeconsultanta.ro/dr14-afir-ferme-mici","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article; GovernmentService","Solicită verificare eligibilitate","18","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/eligibilitate-fonduri-europene","/eligibilitate-fonduri-europene","eligibilitate-fonduri-europene/index.html","config/seo-programs.json + tools/generate-program-pages.js","Eligibilitate fonduri europene: administrativ, tehnic și punctaj","Eligibilitate fonduri europene | administrativ și tehnic","Hub despre eligibilitate: diferența dintre eligibilitate administrativă, tehnică și punctaj, documente, CAEN, cofinanțare și riscuri.","https://atelierdeconsultanta.ro/eligibilitate-fonduri-europene","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article","Solicită verificare eligibilitate","10","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/femeia-antreprenor-2026","/femeia-antreprenor-2026","femeia-antreprenor-2026/index.html","config/seo-programs.json + tools/generate-program-pages.js","Femeia Antreprenor 2026: eligibilitate și pregătire","Femeia Antreprenor 2026 | pregătire","Femeia Antreprenor 2026: beneficiari, eligibilitate, idei de investiții, CAEN, documente și pregătire prudentă înainte de lansare.","https://atelierdeconsultanta.ro/femeia-antreprenor-2026","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article; GovernmentService","Solicită verificare eligibilitate","11","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/femeia-antreprenor-2026-conditii-idei-afaceri","/femeia-antreprenor-2026-conditii-idei-afaceri","femeia-antreprenor-2026-conditii-idei-afaceri.html","HTML static root","Femeia Antreprenor 2026: condiții, idei de afaceri și pregătire","Femeia Antreprenor 2026 – Condiții și idei","Ghid pentru femeile antreprenor care vor să pregătească o afacere finanțabilă în 2026, cu pași practici și greșeli de evitat.","https://atelierdeconsultanta.ro/femeia-antreprenor-2026-conditii-idei-afaceri","BlogPosting; FAQPage; BreadcrumbList","Solicită verificare eligibilitate","11","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/finantari-panouri-fotovoltaice","/finantari-panouri-fotovoltaice","finantari-panouri-fotovoltaice/index.html","config/seo-programs.json + tools/generate-program-pages.js","Finantari pentru panouri fotovoltaice","Finantari panouri fotovoltaice - autoconsum și energie","Finantari pentru panouri fotovoltaice: autoconsum, energie regenerabilă, Fondul pentru Modernizare, documente, buget și eligibilitate.","https://atelierdeconsultanta.ro/finantari-panouri-fotovoltaice","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article","Solicită verificare eligibilitate","13","0","index, follow","indexable"
"https://atelierdeconsultanta.ro/firma-consultanta-fonduri-europene","/firma-consultanta-fonduri-europene","firma-consultanta-fonduri-europene/index.html","config/seo-programs.json + tools/generate-program-pages.js","Firmă de consultanță pentru fonduri europene","Firmă consultanță fonduri europene - criterii și servicii","Cum alegi o firmă de consultanță fonduri europene: servicii, verificare, diferente față de freelancer, documente, buget și implementare.","https://atelierdeconsultanta.ro/firma-consultanta-fonduri-europene","Organization; WebSite; WebPage; BreadcrumbList; FAQPage; Article; Service","Solicită verificare eligibilitate","11","0","index, follow","indexable"
